student_id,nom,prenom,age,sexe,filiere,niveau,moyenne_Generale,Categorie
ETU1262,Adjei,Ama,25,M,Informatique & Systèmes,L1,8.62,Faible
ETU1079,Doe,Sena,22,F,IA & Big Data,L1,8.6,Faible
ETU1016,Tchalla,Koffi,24,M,Informatique & Systèmes,L1,8.59,Faible
ETU1395,Kouassi,Sena,17,F,Logistique & Transport,L1,8.58,Faible
ETU1579,Kossi,Afi,21,M,Logistique & Transport,L3,8.57,Faible
ETU1378,Lawson,Yao,17,F,IA & Big Data,L1,8.57,Faible
ETU1054,Amegan,Yao,18,M,Informatique & Systèmes,L2,8.54,Faible
ETU1100,Kouassi,Koffi,19,M,Génie Civil,L1,8.52,Faible
ETU1736,Agbeko,Ama,21,M,IA & Big Data,L1,8.52,Faible
ETU1139,Amegan,Afi,19,M,Logistique & Transport,L1,8.52,Faible
ETU1160,Assogba,Ama,20,F,Informatique & Systèmes,L3,8.52,Faible
ETU1205,Adjei,Dodzi,17,M,Génie Électrique,L3,8.46,Faible
ETU1051,Kossi,Eyram,17,M,IA & Big Data,L2,8.46,Faible
ETU1247,Amegan,Sena,22,M,Génie Électrique,L2,8.41,Faible
ETU1325,Adjei,Eyram,18,M,Logistique & Transport,L1,8.39,Faible
ETU1487,Tchalla,Yao,23,M,Génie Civil,L2,8.37,Faible
ETU1327,Mensah,Sena,18,M,IA & Big Data,L1,8.36,Faible
ETU1619,Kossi,Kodjo,18,F,Logistique & Transport,L3,8.3,Faible
ETU1015,Agbeko,Eyram,18,M,Génie Électrique,L2,8.3,Faible
ETU1757,Lawson,Mawuli,19,M,Génie Civil,L3,8.29,Faible
ETU1787,Doe,Koffi,26,F,Génie Électrique,L2,8.29,Faible
ETU1032,Mensah,Kodjo,17,M,Informatique & Systèmes,L2,8.28,Faible
ETU1527,Kossi,Koffi,23,F,Logistique & Transport,L3,8.25,Faible
ETU1430,Mensah,Eyram,22,M,Génie Civil,L2,8.22,Faible
ETU1567,Adjei,Kodjo,25,M,IA & Big Data,L2,8.21,Faible
ETU1647,Tchalla,Dodzi,18,F,Génie Civil,L2,8.19,Faible
ETU1358,Mensah,Akossiwa,23,F,Logistique & Transport,L3,8.18,Faible
ETU1751,Kossi,Eyram,24,M,Génie Civil,L2,8.18,Faible
ETU1756,Agbeko,Eyram,21,M,Logistique & Transport,L2,8.15,Faible
ETU1361,Kouassi,Kodjo,26,F,IA & Big Data,L3,8.15,Faible
ETU1393,Tchalla,Mawuli,23,M,IA & Big Data,L2,8.14,Faible
ETU1207,Assogba,Afi,21,M,Informatique & Systèmes,L1,8.12,Faible
ETU1434,Amegan,Sena,26,F,Génie Civil,L1,8.12,Faible
ETU1110,Adjei,Mawuli,20,M,Génie Électrique,L2,8.07,Faible
ETU1631,Lawson,Ama,17,F,Génie Électrique,L2,8.07,Faible
ETU1133,Tchalla,Sena,25,F,Logistique & Transport,L3,8.05,Faible
ETU1464,Mensah,Yao,22,F,IA & Big Data,L1,8.03,Faible
ETU1067,Lawson,Eyram,23,F,Logistique & Transport,L2,8.02,Faible
ETU1018,Kouassi,Sena,18,F,Génie Électrique,L2,8.01,Faible
ETU1796,Assogba,Sena,26,M,Génie Électrique,L3,8.01,Faible
ETU1719,Tchalla,Kodjo,24,F,Génie Électrique,L3,8.0,moyen
ETU1599,Doe,Yao,18,F,Logistique & Transport,L2,7.96,Tres faible
ETU1343,Tchalla,Eyram,17,M,Informatique & Systèmes,L1,7.9,Tres faible
ETU1276,Amegan,Mawuli,19,M,Génie Électrique,L1,7.87,Tres faible
ETU1244,Doe,Mawuli,24,M,Informatique & Systèmes,L2,7.87,Tres faible
ETU1044,Mensah,Koffi,18,M,Logistique & Transport,L1,7.86,Tres faible
ETU1250,Kossi,Afi,17,F,Génie Électrique,L3,7.86,Tres faible
ETU1330,Tchalla,Kodjo,17,M,Génie Électrique,L2,7.82,Tres faible
ETU1394,Agbeko,Afi,24,F,Génie Électrique,L2,7.82,Tres faible
ETU1356,Kossi,Ama,22,F,Informatique & Systèmes,L1,7.79,Tres faible
ETU1721,Assogba,Mawuli,17,M,Génie Civil,L3,7.76,Tres faible
ETU1392,Lawson,Ama,19,F,Informatique & Systèmes,L2,7.76,Tres faible
ETU1552,Kouassi,Kodjo,25,F,Génie Électrique,L1,7.75,Tres faible
ETU1794,Amegan,Mawuli,21,M,Logistique & Transport,L1,7.74,Tres faible
ETU1246,Agbeko,Yao,21,F,Informatique & Systèmes,L2,7.68,Tres faible
ETU1329,Tchalla,Sena,26,M,Génie Électrique,L3,7.67,Tres faible
ETU1551,Lawson,Akossiwa,20,M,Génie Électrique,L1,7.66,Tres faible
ETU1374,Kouassi,Koffi,22,M,Informatique & Systèmes,L2,7.63,Tres faible
ETU1367,Lawson,Akossiwa,21,M,Informatique & Systèmes,L1,7.62,Tres faible
ETU1539,Mensah,Kodjo,21,F,Génie Électrique,L2,7.62,Tres faible
ETU1063,Assogba,Mawuli,22,F,IA & Big Data,L1,7.6,Tres faible
ETU1508,Adjei,Kodjo,19,F,Génie Électrique,L2,7.54,Tres faible
ETU1104,Agbeko,Kodjo,26,F,Génie Électrique,L1,7.51,Tres faible
ETU1339,Assogba,Afi,19,M,IA & Big Data,L1,7.46,Tres faible
ETU1261,Kossi,Sena,19,M,Logistique & Transport,L2,7.42,Tres faible
ETU1448,Tchalla,Akossiwa,24,F,Génie Électrique,L3,7.42,Tres faible
ETU1240,Kossi,Mawuli,21,M,Informatique & Systèmes,L1,7.42,Tres faible
ETU1000,Mensah,Koffi,20,M,Logistique & Transport,L3,7.42,Tres faible
ETU1360,Kouassi,Afi,25,F,Génie Civil,L3,7.4,Tres faible
ETU1158,Tchalla,Dodzi,22,F,Informatique & Systèmes,L1,7.3,Tres faible
ETU1435,Kossi,Akossiwa,25,M,Logistique & Transport,L1,7.3,Tres faible
ETU1105,Agbeko,Mawuli,25,F,Génie Civil,L2,7.29,Tres faible
ETU1071,Kossi,Yao,22,M,Informatique & Systèmes,L2,7.2,Tres faible
ETU1610,Kouassi,Koffi,23,M,Logistique & Transport,L2,7.14,Tres faible
ETU1614,Doe,Afi,18,F,Informatique & Systèmes,L1,7.08,Tres faible
ETU1259,Tchalla,Akossiwa,24,inconnue,Informatique & Systèmes,L1,7.01,Tres faible
ETU1663,Adjei,Koffi,22,M,Informatique & Systèmes,L1,6.97,Tres faible
ETU1295,Tchalla,Koffi,25,F,IA & Big Data,L1,6.87,Tres faible
ETU1420,Assogba,Sena,20,M,IA & Big Data,L1,6.84,Tres faible
ETU1130,Tchalla,Afi,24,F,IA & Big Data,L2,6.82,Tres faible
ETU1157,Tchalla,Sena,23,M,Informatique & Systèmes,L1,6.75,Tres faible
ETU1224,Agbeko,Eyram,24,M,Logistique & Transport,L1,6.73,Tres faible
ETU1666,Tchalla,Sena,23,F,Logistique & Transport,L2,6.72,Tres faible
ETU1040,Kossi,Yao,24,F,Informatique & Systèmes,L3,6.68,Tres faible
ETU1211,Agbeko,Mawuli,23,F,Informatique & Systèmes,L3,6.64,Tres faible
ETU1718,Adjei,Kodjo,25,F,IA & Big Data,L2,6.47,Tres faible
ETU1662,Mensah,Koffi,17,F,Informatique & Systèmes,L1,6.44,Tres faible
ETU1320,Lawson,Koffi,20,M,IA & Big Data,L1,6.43,Tres faible
ETU1027,Kouassi,Eyram,22,M,Informatique & Systèmes,L1,6.37,Tres faible
ETU1512,Kouassi,Mawuli,26,F,IA & Big Data,L2,6.36,Tres faible
ETU1735,Doe,Koffi,22,M,Informatique & Systèmes,L3,6.26,Tres faible
ETU1488,Agbeko,Ama,20,inconnue,IA & Big Data,L1,6.25,Tres faible
ETU1774,Kouassi,Ama,23,M,Génie Civil,L1,6.17,Tres faible
ETU1369,Agbeko,Dodzi,18,M,Génie Électrique,L2,6.15,Tres faible
ETU1270,Adjei,Sena,17,F,Génie Électrique,L1,6.09,Tres faible
ETU1560,Tchalla,Koffi,25,M,Génie Électrique,L1,5.99,Tres faible
ETU1571,Amegan,Akossiwa,24,F,Génie Électrique,L1,5.99,Tres faible
ETU1412,Adjei,Kodjo,18,F,Informatique & Systèmes,L3,5.91,Tres faible
ETU1643,Amegan,Kodjo,18,F,Logistique & Transport,L1,5.69,Tres faible
ETU1310,Doe,Sena,17,M,Logistique & Transport,L1,5.68,Tres faible
ETU1534,Tchalla,Afi,21,F,Logistique & Transport,L1,5.66,Tres faible
ETU1138,Lawson,Kodjo,17,F,Génie Civil,L1,5.59,Tres faible
ETU1357,Kouassi,Eyram,22,M,Génie Électrique,L1,5.21,Tres faible
ETU1746,Tchalla,Sena,21,M,IA & Big Data,L2,5.16,Tres faible
ETU1379,Adjei,Koffi,24,F,Génie Civil,L2,5.12,Tres faible
ETU1541,Mensah,Ama,25,M,Informatique & Systèmes,L3,4.33,Tres faible
